question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,three_way_core_score,final_calibrated_score,single_diff,avg_diff,selected_diff,core_diff,final_diff,single_abs_error,avg_abs_error,selected_abs_error,core_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,core_gain_vs_avg,residual_gain_vs_core,final_gain_vs_avg,final_gain_vs_single,route,sequential_outcome,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action,score_calibration_applied,score_calibration_correction,score_calibration_reason,score_calibration_lookup
CO_4,ANS_CO_646,6.0,4.0,4.0,4.0,4.0,4.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.67,0.8,0.0,0.8,0.533333,0.466667,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_645,10.0,7.0,7.3,7.3,7.3,7.3,-3.0,-2.7,-2.7,-2.7,-2.7,3.0,2.7,2.7,2.7,2.7,0.3,0.0,0.0,0.0,0.0,0.0,0.3,BND,auto_kept_after_review,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.33,0.3,0.25,0.3,0.283333,0.716667,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_651,20.0,20.0,19.6,19.6,20.0,20.0,0.0,-0.4,-0.4,0.0,0.0,0.0,0.4,0.4,0.0,0.0,-0.4,0.0,0.4,0.4,0.0,0.4,0.0,BND,auto_adjusted,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.5893,0.0,0.1,0.3125,0.2,0.204167,0.795833,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_652,16.0,19.0,19.0,19.0,19.0,19.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_653,8.0,11.5,11.0,11.0,11.0,11.0,3.5,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,BND,auto_kept_after_review,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.7071,0.33,0.4,0.375,0.45,0.408333,0.591667,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_656,11.0,8.0,8.7,8.7,10.7,10.7,-3.0,-2.3,-2.3,-0.3,-0.3,3.0,2.3,2.3,0.3,0.3,0.7,0.0,2.0,2.0,0.0,2.0,2.7,BND,auto_adjusted,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.1,0.116667,0.883333,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_659,20.0,18.0,17.8,17.8,17.8,17.8,-2.0,-2.2,-2.2,-2.2,-2.2,2.0,2.2,2.2,2.2,2.2,-0.2,0.0,0.0,0.0,0.0,0.0,-0.2,POS,auto_accepted,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.2357,0.0,0.05,0.125,0.05,0.075,0.925,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_661,14.0,16.0,16.0,16.0,16.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,False,False,True,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.11,0.2,0.0,0.2,0.133333,0.866667,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_660,16.0,16.5,15.2,15.2,13.7,13.7,0.5,-0.8,-0.8,-2.3,-2.3,0.5,0.8,0.8,2.3,2.3,-0.3,0.0,-1.5,-1.5,0.0,-1.5,-1.8,BND,auto_adjusted,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,1.0274,0.0,0.1,0.625,0.183333,0.302778,0.697222,accept_structured_lower,False,0.0,zero_correction,global:*
CO_4,ANS_CO_662,14.0,18.5,18.5,18.5,18.5,18.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,auto_accepted,True,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.0,0.0,0.1,0.0,0.1,0.066667,0.933333,,False,0.0,zero_correction,global:*
CO_4,ANS_CO_663,8.0,12.0,13.0,13.0,13.0,13.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,BND,defer_human,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,0.8165,0.0,0.1,0.5,0.1,0.233333,0.766667,keep_baseline,False,0.0,zero_correction,global:*
CO_4,ANS_CO_664,15.0,6.0,9.6,9.6,12.1,12.1,-9.0,-5.4,-5.4,-2.9,-2.9,9.0,5.4,5.4,2.9,2.9,3.6,0.0,2.5,2.5,0.0,2.5,6.1,BND,auto_adjusted,True,True,False,calculation_derivation,True,True,model_avg,model_avg_score,2.8602,0.0,0.05,1.0,0.2,0.416667,0.583333,accept_structured_raise,False,0.0,zero_correction,global:*
CO_4,ANS_CO_665,6.0,4.0,6.0,6.0,5.0,5.0,-2.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,BND,auto_adjusted,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,2.8284,0.0,0.1,1.0,0.25,0.45,0.55,accept_structured_lower,False,0.0,zero_correction,global:*
CO_4,ANS_CO_667,14.0,13.0,14.3,14.3,12.3,12.3,-1.0,0.3,0.3,-1.7,-1.7,1.0,0.3,0.3,1.7,1.7,0.7,0.0,-1.4,-1.4,0.0,-1.4,-0.7,BND,auto_adjusted,False,False,False,calculation_derivation,True,True,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.083333,0.194444,0.805556,accept_structured_lower,False,0.0,zero_correction,global:*
